final_rank,player,player_age,nationality,season_points,wins
56,Joe Heath,29,Scotland,3068,0
57,Francisco Guajardo S1,28,Mexico,3052,0
58,Josh Boyce,28,Ireland,3050,0
59,James Dennis S2,26,USA,3042,0
60,William Ortega,29,USA,3039,0
61,Luis Arranz,28,Spain,3027,0
62,Cody McGahey S7,21,Ireland,3002,0
63,Michael Jäkel S7,21,Germany,2990,0
64,Adam Milmo,29,Ireland,2986,0
65,Christian Henry S4,25,Belgium,2986,2
66,Jozsef Horváth,27,Hungary,2983,0
67,Steven Keller,29,USA,2977,0
68,Anthony Gaines S4,25,USA,2957,2
69,Russell Warner S5,21,USA,2943,1
70,David Munoz S1,27,USA,2935,0
71,Michael Russell S7,21,USA,2930,0
72,Michael Gordon,30,USA,2925,0
73,Craig Jackson,27,Scotland,2913,0
74,Timothy Hamilton,30,USA,2887,0
75,Nathan Banks,28,USA,2884,0
76,Darrell Baker S4,24,USA,2864,0
77,Billy Williams S1,27,England,2848,1
78,Daniel Whitaker,30,USA,2844,0
79,Constantin Stănescu S6,23,Romania,2815,0
80,Christian Henry S6,21,Belgium,2806,0
81,Abdul Shaw S7,22,England,2791,0
82,James Jennings,30,USA,2784,0
83,Dennis Lyons,30,USA,2783,0
84,Trevor Booker S2,27,USA,2768,0
85,Dillon Stanley S2,25,Canada,2759,0
86,Antanas Žukauskas S6,21,Lithuania,2754,0
87,Juan Gaytán S4,25,Mexico,2752,1
88,Jeremy Freeman,30,Canada,2726,0
89,Aaron Doyle S2,24,England,2719,0
90,Stephen Johnson S7,20,Australia,2695,0
91,Tomas Brožová,30,Czech Republic,2688,0
92,Timo Varis,27,Finland,2688,0
93,Christopher Dudley S2,24,Australia,2662,0
94,Cristian Salazar S7,22,USA,2596,0
95,Ante Jerič,29,Slovenia,2585,0
96,Daniel Rios S6,22,Canada,2582,0
97,Mikael Ekholm S6,20,Sweden,2569,0
98,David Johnston,29,Australia,2533,0
99,Vu Trần S7,20,Vietnam,2480,0
100,Terence Heaney S2,26,Ireland,2478,0
101,Alexander Campbell S4,24,USA,2443,0
102,Kevin Roberts,27,USA,2412,0
103,John Case S4,23,USA,2354,0
104,Simon Wilson S3,26,Scotland,2333,0
105,Derrick Robinson S6,23,USA,2311,0
106,Brandon Silva S3,26,Australia,2272,0
107,Rory Sheerin S7,19,Ireland,2264,0
108,Ibrahim Şama S7,19,Turkey,2252,0
109,Christian Leblanc S6,20,USA,2204,0
110,Austin Love S1,27,USA,2161,0
111,Christian Jacques S7,19,France,2151,0
112,Michael Nette S7,19,Germany,2144,0
113,James Baker S5,24,USA,2140,0
114,Petar Vodopivec S7,21,Slovenia,2066,0
115,Scott Diaz S7,22,USA,2058,0
116,Martin Kazík S7,22,Slovakia,2040,0
117,Wim Postma S7,21,Netherlands,2001,0
118,Nicholas Byrd S7,19,USA,1997,0
119,Bruce Owens S7,19,England,1969,0
120,Dumitru Stoica S7,21,Romania,1949,0
121,Krzysztof Ochab S7,20,Poland,1920,0
122,Richard Roy S7,21,Australia,1872,0
123,Eric Ryan S7,22,USA,1863,0
124,Laszlo Szabó S7,22,Hungary,1847,0
125,Andreas Jungfer S7,19,Germany,1842,0
126,Fredrik Thorén S7,22,Sweden,1821,0
127,Conall Horgan S7,21,Ireland,1809,0
128,Adam Jensen S7,19,USA,1807,0
129,John Brown S7,21,South Africa,1739,0
130,Greg Stevens S7,20,USA,1658,0
131,Dominic Kilgallen S7,22,Ireland,1618,0
132,Keith Robinson S7,21,England,1597,0
133,Joshua Clark S7,19,USA,1511,0
134,Rian Doorty S7,20,Ireland,1491,0
135,Tomislav Sakač S7,20,Croatia,1445,0
136,Kevin Cole S7,19,USA,1398,0
137,Raymond Lane S7,21,USA,1276,0
138,Scott Torres S7,21,USA,1133,0
139,Cody Ramirez S7,22,Australia,1100,0
140,Diogo Castro S7,21,Portugal,1069,0
141,Kenneth Charles S7,21,USA,1026,0
142,Ren Sasaki S7,20,Japan,953,0
143,Allen Smith S7,19,USA,856,0
144,Petr Navrátil S7,21,Czech Republic,817,0
145,Angel Lara S7,22,USA,798,0
146,Rihards Siliņš S7,19,Latvia,789,0
147,Kelvin Cohen S7,21,Ireland,765,0
148,Andrea Terragni S7,19,Italy,755,0
149,Ethan Hoffman S7,20,Australia,488,0
150,Christopher Norris S7,20,USA,326,0
